age,gender,weight_kg,height_m,bmi,fat_percentage,experience_level,goal,resting_bpm,avg_bpm,max_bpm,hrv_ms,session_date,hour_of_day,workout_type,session_duration_hours,workout_frequency_days_week,muscles_trained,calories_burned,water_intake_liters,time_in_gym_min,idle_time_min,completion_pct,sleep_hours,cumulative_load_7d_kcal,fatigue_score,recovery_ready,workout_completed,protein_target_g
53,Male,104.6,1.78,33.1,35.7,1,General Fitness,59,138,150,66.6,2024-01-09,19,HIIT,0.71,4,"Shoulders, Core",746,3.2,52,25,82.3,6.6,452,35.0,1,1,31
20,Male,75.4,1.83,22.5,15.4,3,Muscle Gain,64,149,164,50.8,2024-09-22,20,Cardio,1.71,4,"Arms, Shoulders, Back",785,2.8,115,39,97.7,7.1,480,50.5,0,1,26
18,Female,49.3,1.7,17.0,8.3,1,Endurance,62,133,139,51.9,2024-03-10,19,Strength,1.15,4,"Shoulders, Legs, Back",291,2.3,82,31,71.4,6.8,147,30.2,1,0,19
39,Male,45.1,1.77,14.4,10.0,2,Endurance,50,131,159,55.7,2024-06-03,18,HIIT,0.92,5,Legs,356,1.3,69,14,94.4,8.6,200,16.7,1,1,10
29,Female,61.3,1.62,23.3,18.4,2,General Fitness,61,157,174,20.0,2024-01-04,6,Cardio,1.08,3,Core,541,1.9,75,30,93.6,6.0,260,48.1,1,1,11
24,Female,72.9,1.65,26.7,21.4,2,Endurance,64,146,169,24.0,2024-06-02,19,Strength,1.56,5,"Core, Legs",535,3.1,102,38,89.3,6.4,340,49.3,1,1,34
42,Female,67.7,1.81,20.7,18.3,3,General Fitness,58,138,169,57.0,2024-04-23,21,HIIT,0.8,4,"Back, Chest, Legs",447,3.5,55,22,94.2,6.3,224,34.9,1,1,20
37,Male,92.1,1.7,31.9,30.6,1,Weight Loss,71,140,161,91.4,2024-04-19,9,CrossFit,1.43,2,"Arms, Core",991,1.7,91,37,83.5,7.3,245,23.9,1,1,37
29,Male,86.6,1.79,27.1,23.0,2,General Fitness,74,159,178,62.0,2024-06-10,18,Strength,1.31,4,Back,553,3.4,87,31,95.2,7.1,371,39.0,1,1,30
22,Male,76.0,1.8,23.6,17.2,2,General Fitness,64,147,168,40.6,2024-01-12,19,HIIT,0.96,5,"Full Body, Core, Shoulders",705,3.0,65,22,83.0,7.2,520,46.6,1,1,18
43,Male,73.3,1.73,24.5,23.1,3,Endurance,67,144,164,21.1,2024-12-19,18,HIIT,0.77,3,"Arms, Legs",518,2.5,64,18,100.0,6.1,233,46.2,1,1,11
41,Male,103.1,1.74,34.1,34.2,1,General Fitness,45,133,162,75.7,2024-05-21,20,Strength,1.3,4,Shoulders,606,1.9,83,27,73.3,8.5,382,23.3,1,0,34
34,Female,54.0,1.61,20.8,16.6,3,Weight Loss,60,175,186,38.7,2024-10-10,17,Strength,0.91,4,"Chest, Back, Core",288,2.0,70,31,100.0,6.5,164,32.5,1,1,25
53,Female,63.2,1.62,24.0,24.8,2,General Fitness,75,144,159,67.9,2024-09-18,17,Cardio,0.9,4,"Legs, Back",449,4.0,63,18,100.0,8.2,296,27.0,1,1,18
24,Female,78.3,1.54,33.1,29.0,1,Weight Loss,60,156,184,67.8,2024-10-11,6,Yoga,1.02,5,Legs,255,2.6,70,15,87.0,10.0,149,6.2,1,1,24
19,Female,70.6,1.58,28.2,22.0,2,Muscle Gain,57,152,181,64.6,2024-10-19,20,Strength,1.47,3,"Back, Shoulders",572,3.6,100,30,100.0,6.1,205,32.5,1,1,36
28,Male,73.8,1.85,21.5,16.0,1,Endurance,87,146,155,60.7,2024-10-19,9,Yoga,0.96,4,"Legs, Full Body",185,2.7,61,24,74.3,7.3,88,29.3,1,0,20
34,Female,63.3,1.65,23.3,19.6,2,Endurance,83,153,185,62.7,2024-03-20,21,HIIT,0.54,4,"Core, Arms, Chest",285,2.1,38,12,93.1,6.9,173,28.2,1,1,23
37,Female,89.2,1.7,30.9,29.4,3,Endurance,69,168,183,47.6,2024-02-18,8,Cardio,1.21,3,"Core, Legs",863,3.0,76,30,95.6,9.0,398,30.4,1,1,31
32,Male,80.8,1.82,24.5,20.6,2,Muscle Gain,76,152,174,42.3,2024-01-20,8,Cardio,1.35,6,"Back, Chest, Core",765,4.2,89,21,98.0,6.7,609,48.5,1,1,31
38,Female,61.1,1.67,21.8,18.7,2,General Fitness,45,155,182,35.7,2024-08-23,17,CrossFit,1.29,2,"Legs, Back",655,2.0,83,14,100.0,7.2,181,33.4,1,1,33
22,Male,71.6,1.85,20.8,13.8,2,Weight Loss,57,176,191,20.0,2024-07-01,18,Strength,1.5,3,"Core, Arms",533,3.2,107,39,91.8,7.2,272,37.2,1,1,33
49,Female,74.2,1.53,31.5,32.9,1,Endurance,60,117,144,56.4,2024-03-20,17,Cardio,1.4,5,"Full Body, Legs, Chest",699,2.7,91,37,78.9,6.9,447,41.3,1,0,18
34,Female,59.5,1.54,25.0,21.6,1,General Fitness,62,124,140,90.4,2024-03-11,11,HIIT,1.12,3,"Legs, Full Body, Arms",583,1.3,65,14,90.2,7.8,261,4.1,1,1,21
46,Male,83.3,1.72,28.2,28.2,2,General Fitness,60,127,135,69.6,2024-05-15,18,Strength,0.9,5,Back,402,1.3,62,24,100.0,7.1,258,30.3,1,1,34
38,Female,61.1,1.6,23.9,21.2,1,Endurance,45,127,139,64.6,2024-07-06,21,Strength,1.29,5,Shoulders,417,2.1,91,38,63.0,7.5,347,32.4,1,0,37
39,Female,73.6,1.64,27.4,25.6,1,Muscle Gain,68,127,151,45.3,2024-10-25,21,Strength,1.5,3,Shoulders,601,2.8,108,38,97.8,7.2,282,34.9,1,1,34
40,Female,67.0,1.59,26.5,24.8,2,Muscle Gain,70,159,171,74.9,2024-05-07,10,Cardio,1.24,3,"Arms, Legs, Shoulders",674,3.2,83,34,86.7,6.4,228,23.2,1,1,21
39,Male,88.5,1.72,29.9,28.6,1,Muscle Gain,81,131,163,57.6,2024-04-29,18,Strength,0.73,3,"Arms, Shoulders, Full Body",334,1.2,51,19,80.7,6.7,138,26.8,1,1,44
41,Female,55.9,1.64,20.9,18.3,1,Muscle Gain,57,127,156,91.5,2024-05-11,19,Yoga,1.08,3,"Full Body, Back, Core",186,3.0,75,25,94.0,7.6,55,0.0,1,1,17
48,Male,65.2,1.76,21.1,20.2,2,Endurance,56,126,156,35.4,2024-06-02,18,CrossFit,1.41,3,"Full Body, Arms, Chest",797,2.4,97,38,95.3,7.6,388,44.2,1,1,31
36,Male,119.5,1.77,38.1,37.8,1,Endurance,45,148,168,45.0,2024-02-17,7,Strength,1.1,5,"Shoulders, Arms, Legs",625,2.5,70,34,80.0,8.2,584,40.8,1,1,55
42,Male,74.7,1.79,23.3,21.4,3,Muscle Gain,62,157,178,33.1,2024-10-19,17,Cardio,1.24,5,Arms,638,3.0,83,26,100.0,8.9,307,38.8,1,1,25
34,Female,68.4,1.68,24.4,20.9,3,Endurance,74,175,185,20.4,2024-07-23,19,Strength,1.52,2,Chest,491,3.9,101,35,100.0,6.5,110,41.7,1,1,38
49,Female,61.3,1.65,22.5,22.1,2,Muscle Gain,58,153,171,36.3,2024-10-18,8,Strength,0.84,5,"Arms, Back, Full Body",251,2.7,61,16,100.0,7.1,184,35.3,1,1,38
28,Female,75.8,1.63,28.5,24.4,1,Weight Loss,86,152,175,62.1,2024-04-21,10,Cardio,1.08,2,"Back, Full Body, Legs",582,1.4,74,27,71.7,6.8,166,27.9,1,0,21
53,Female,57.7,1.7,19.9,19.9,3,General Fitness,62,133,157,35.8,2024-02-09,8,Cardio,1.04,4,"Shoulders, Chest, Back",465,2.4,68,23,100.0,5.9,249,38.1,1,1,24
34,Male,89.1,1.86,25.7,22.5,3,General Fitness,66,146,179,20.0,2024-06-15,20,CrossFit,1.31,3,"Arms, Shoulders, Chest",1008,3.2,90,37,100.0,7.6,319,40.5,1,1,36
20,Male,45.0,1.88,12.7,8.0,3,Weight Loss,51,152,167,71.5,2024-09-04,19,Cardio,1.43,2,"Shoulders, Chest, Full Body",495,3.2,96,41,100.0,7.8,148,17.6,1,1,26
36,Male,84.5,1.72,28.5,26.3,1,Flexibility,67,147,165,26.3,2024-03-29,7,Cardio,0.76,5,Arms,495,3.0,55,23,84.8,5.9,401,50.8,0,1,33
28,Male,64.8,1.68,23.0,17.8,2,Muscle Gain,45,127,149,66.8,2024-09-06,19,Strength,1.2,4,"Shoulders, Arms",426,2.1,77,32,90.9,6.6,347,29.6,1,1,35
43,Male,86.9,1.8,26.8,25.8,3,Weight Loss,71,136,148,50.6,2024-12-19,11,Strength,1.46,4,Arms,634,1.4,101,32,100.0,6.5,433,40.7,1,1,42
28,Male,66.5,1.74,21.9,16.5,2,Muscle Gain,72,159,177,97.3,2024-12-25,18,CrossFit,0.64,4,"Core, Legs",391,3.0,44,11,94.9,5.5,180,20.9,1,1,28
30,Male,69.2,1.91,18.9,13.4,2,Weight Loss,78,161,184,74.9,2024-10-22,17,Strength,1.18,2,"Chest, Shoulders, Legs",425,1.5,89,33,88.9,7.0,121,30.2,1,1,41
18,Male,77.9,1.78,24.5,17.3,2,Flexibility,54,164,181,44.9,2024-02-18,17,CrossFit,0.84,5,Core,606,3.1,55,19,82.3,5.9,471,47.0,1,1,30
30,Male,66.2,1.72,22.3,17.5,2,Weight Loss,66,148,178,41.0,2024-10-31,20,Strength,1.01,5,Arms,378,3.1,74,36,99.6,7.2,242,30.9,1,1,34
18,Male,74.9,1.7,25.9,19.0,1,Weight Loss,70,164,171,90.1,2024-11-24,18,HIIT,0.56,2,Chest,395,2.1,34,2,100.0,7.3,126,11.2,1,1,20
19,Female,64.5,1.6,25.3,18.5,2,Weight Loss,69,162,190,25.5,2024-06-02,8,CrossFit,1.62,3,"Legs, Core",895,2.4,96,37,92.8,7.4,424,53.5,0,1,35
42,Female,65.9,1.69,23.2,21.3,1,Weight Loss,56,119,144,63.8,2024-01-20,7,Strength,1.09,4,Arms,362,2.7,73,29,86.7,7.4,245,33.3,1,1,40
42,Female,54.1,1.55,22.4,20.3,2,Endurance,45,149,164,52.4,2024-10-22,20,Cardio,0.96,4,Chest,375,2.0,56,16,100.0,8.5,240,33.5,1,1,21
39,Male,62.6,1.85,18.3,14.7,1,Endurance,68,153,165,53.1,2024-07-14,7,Yoga,1.18,4,"Chest, Legs",213,1.4,84,25,77.2,6.2,127,30.8,1,0,22
25,Male,79.3,1.75,26.0,20.8,2,Weight Loss,63,137,140,62.1,2024-02-10,19,Strength,0.89,4,"Back, Full Body",378,2.5,63,20,99.2,6.2,195,33.3,1,1,34
34,Female,51.7,1.61,20.0,15.6,1,Endurance,59,135,148,63.8,2024-01-29,17,HIIT,0.82,6,"Core, Full Body, Shoulders",352,2.6,66,15,98.8,7.7,243,18.6,1,1,18
34,Male,72.8,1.78,23.0,19.2,2,Muscle Gain,72,151,179,64.1,2024-06-20,7,Strength,1.65,3,"Shoulders, Full Body",678,3.6,108,45,83.7,6.9,300,28.3,1,1,32
23,Male,69.6,1.83,20.8,14.0,3,Muscle Gain,64,150,169,52.8,2024-06-27,19,Strength,1.74,4,"Shoulders, Chest",598,1.9,116,54,84.5,8.1,321,23.3,1,1,41
50,Male,85.4,1.82,25.7,26.1,1,Weight Loss,51,137,166,68.4,2024-08-10,20,Strength,1.02,4,"Core, Arms, Back",535,3.4,70,23,74.3,7.6,292,27.1,1,0,40
43,Male,98.8,1.76,31.7,31.7,1,Endurance,45,120,135,61.9,2024-08-01,7,CrossFit,1.52,4,"Full Body, Legs, Chest",1205,1.6,97,31,83.2,8.9,804,41.2,1,1,38
32,Male,64.5,1.78,20.2,15.4,1,Muscle Gain,53,148,173,46.8,2024-03-02,6,Strength,1.31,3,Arms,431,1.4,87,24,76.4,6.9,223,34.2,1,0,31
35,Male,79.7,1.75,25.9,22.9,3,Endurance,88,168,182,50.1,2024-04-26,19,Strength,0.78,4,"Arms, Back",302,2.3,51,12,100.0,5.5,141,31.4,1,1,50
37,Female,61.3,1.67,22.1,18.8,2,Muscle Gain,72,152,164,40.7,2024-11-30,17,HIIT,0.68,4,"Back, Chest, Core",351,1.7,53,16,89.7,7.3,194,36.3,1,1,22
18,Male,76.1,1.8,23.5,16.1,2,Weight Loss,66,148,167,39.4,2024-11-04,18,Cardio,1.67,4,"Shoulders, Core",1034,1.4,109,44,89.8,6.9,552,36.8,1,1,31
32,Male,82.5,1.91,22.6,18.3,1,Endurance,63,132,146,53.3,2024-01-06,17,Cardio,0.77,3,"Arms, Shoulders, Full Body",434,4.1,56,36,63.8,7.5,195,25.4,1,0,23
28,Female,61.8,1.62,23.6,18.6,2,Muscle Gain,62,135,142,52.6,2024-11-20,12,Strength,1.88,4,"Full Body, Back",550,2.1,137,44,93.7,7.7,207,25.8,1,1,33
24,Male,75.1,1.73,25.2,19.6,3,Muscle Gain,76,158,176,50.7,2024-11-19,9,HIIT,0.49,5,Shoulders,347,4.3,37,8,100.0,6.5,194,22.4,1,1,21
32,Male,60.9,1.72,20.6,15.9,3,Weight Loss,60,152,172,68.3,2024-07-14,18,HIIT,0.76,5,"Back, Legs",441,1.7,57,14,100.0,6.0,309,35.4,1,1,18
52,Female,73.4,1.71,25.2,26.0,2,Endurance,70,148,168,45.0,2024-01-28,7,Cardio,1.11,5,Core,543,1.1,76,29,93.2,6.9,434,41.2,1,1,27
41,Male,97.8,1.81,29.8,29.0,1,Weight Loss,61,131,158,63.9,2024-06-05,18,Strength,1.44,4,Chest,737,3.5,102,37,75.0,4.6,426,49.5,1,0,35
29,Male,65.5,1.77,20.9,15.6,1,Muscle Gain,84,158,187,62.4,2024-09-25,18,HIIT,1.09,3,"Shoulders, Arms, Chest",650,1.9,77,27,82.4,7.1,307,39.9,1,1,15
40,Male,72.7,1.72,24.7,22.6,1,Weight Loss,72,138,163,47.8,2024-01-22,19,Yoga,1.17,4,Back,236,2.6,79,25,83.5,6.6,139,32.5,1,1,27
48,Male,89.5,1.79,28.1,28.6,1,Flexibility,77,144,166,61.5,2024-06-12,20,Cardio,1.02,3,Chest,642,1.4,83,36,81.2,7.9,328,32.0,1,1,25
44,Female,67.0,1.6,26.1,25.2,1,Weight Loss,59,147,157,80.1,2024-10-03,20,Strength,0.94,5,"Chest, Shoulders, Arms",264,2.5,62,26,80.5,5.0,231,38.1,1,1,30
35,Female,60.0,1.64,22.3,18.6,1,General Fitness,75,136,157,63.7,2024-10-16,18,Strength,1.18,3,"Core, Chest, Back",403,1.4,80,32,89.9,7.0,153,26.3,1,1,21
28,Male,79.5,1.84,23.4,18.3,2,General Fitness,61,166,190,59.5,2024-03-17,10,HIIT,0.73,5,"Chest, Shoulders, Core",565,2.4,58,22,90.8,8.6,457,25.1,1,1,19
41,Female,67.8,1.7,23.5,21.4,3,General Fitness,66,157,179,35.9,2024-06-16,11,CrossFit,1.27,5,Arms,657,2.1,82,28,97.9,7.7,505,35.9,1,1,33
38,Male,80.5,1.67,28.8,27.1,2,General Fitness,81,161,182,94.4,2024-09-14,18,Strength,0.95,5,Full Body,407,2.7,71,21,100.0,8.0,400,19.8,1,1,34
43,Male,45.0,1.89,12.6,8.8,3,General Fitness,54,154,177,37.0,2024-12-23,18,Cardio,1.52,5,Back,489,3.0,99,37,100.0,7.3,307,35.8,1,1,21
41,Female,72.9,1.83,21.8,19.4,2,General Fitness,67,142,153,21.6,2024-04-23,7,Strength,1.03,4,"Legs, Back, Arms",403,2.7,77,29,98.2,5.3,226,56.4,0,1,29
45,Male,104.8,1.86,30.3,30.5,1,Weight Loss,69,127,144,77.2,2024-03-19,21,Cardio,0.68,4,"Arms, Full Body",513,2.9,56,22,79.4,7.2,248,19.5,1,0,30
29,Male,83.7,1.77,26.8,22.6,2,Muscle Gain,70,139,162,52.7,2024-01-26,7,Cardio,1.62,3,"Full Body, Legs, Back",988,2.4,107,30,85.5,7.4,362,34.0,1,1,26
48,Male,66.5,1.77,21.3,20.4,1,Weight Loss,60,131,160,53.9,2024-12-10,18,CrossFit,1.26,3,"Back, Core",696,2.2,81,30,99.4,5.9,316,33.5,1,1,31
36,Male,74.3,1.81,22.7,19.3,2,Muscle Gain,85,168,184,44.1,2024-07-20,17,Strength,1.21,3,"Back, Shoulders, Legs",426,2.9,81,27,88.5,6.9,188,30.9,1,1,37
55,Male,108.5,1.72,36.8,40.0,1,Muscle Gain,52,130,149,97.4,2024-08-16,18,Yoga,0.87,3,"Chest, Arms",315,2.4,62,17,77.0,4.1,146,21.5,1,0,27
28,Female,69.5,1.73,23.3,18.2,3,General Fitness,79,159,184,57.1,2024-10-31,17,Cardio,1.46,6,"Core, Back, Shoulders",815,2.4,102,39,100.0,6.7,753,47.4,1,1,25
52,Male,91.6,1.75,29.8,31.5,1,General Fitness,77,142,152,71.0,2024-10-21,6,Yoga,0.97,3,"Shoulders, Chest, Legs",269,2.8,70,25,74.6,6.6,111,21.3,1,0,34
36,Male,87.3,1.69,30.7,28.9,1,Weight Loss,84,154,184,63.3,2024-09-15,21,Cardio,1.07,5,"Core, Shoulders, Arms",758,1.7,77,39,71.5,8.4,522,28.7,1,0,23
28,Male,72.1,1.8,22.2,16.9,3,Muscle Gain,49,148,160,55.4,2024-02-16,21,Strength,0.87,3,"Core, Shoulders",273,3.6,64,25,100.0,6.4,100,40.8,1,1,35
30,Female,61.0,1.72,20.7,15.5,1,Muscle Gain,56,122,126,88.0,2024-04-23,17,CrossFit,0.76,6,"Back, Legs",356,2.3,60,20,82.2,6.7,273,25.8,1,1,32
31,Female,45.0,1.75,14.8,8.7,2,Muscle Gain,79,143,163,50.0,2024-08-09,8,Strength,1.37,3,"Back, Arms",320,2.6,91,31,90.1,6.9,136,33.9,1,1,29
39,Female,54.5,1.74,18.0,14.4,2,Muscle Gain,46,155,181,25.9,2024-05-28,8,HIIT,1.02,4,"Back, Full Body",530,2.5,72,19,100.0,6.4,312,45.9,1,1,19
40,Female,46.8,1.7,16.3,12.6,3,General Fitness,48,164,180,67.4,2024-07-20,6,CrossFit,1.43,4,"Full Body, Core",581,3.0,96,40,98.3,7.7,367,28.1,1,1,34
29,Female,69.6,1.63,26.0,21.7,3,General Fitness,60,152,178,59.9,2024-03-16,18,Strength,1.58,5,Full Body,467,2.8,103,38,94.4,5.0,364,41.4,1,1,43
34,Male,60.7,1.85,17.8,13.0,3,Weight Loss,66,149,169,52.2,2024-03-08,17,HIIT,1.02,3,"Chest, Arms",510,2.5,76,28,100.0,8.1,270,40.2,1,1,23
56,Male,85.4,1.76,27.6,29.8,1,Muscle Gain,80,139,157,69.4,2024-06-21,12,Yoga,1.12,5,"Shoulders, Arms",296,3.7,82,23,80.2,7.0,181,22.4,1,1,28
52,Female,63.7,1.65,23.4,23.8,3,Flexibility,63,159,166,42.6,2024-02-12,17,CrossFit,0.58,4,"Back, Shoulders, Full Body",375,0.5,51,22,97.6,8.3,207,23.9,1,1,31
39,Female,48.3,1.66,17.6,13.9,2,Endurance,58,154,155,55.4,2024-08-31,20,HIIT,0.97,3,"Back, Legs",462,3.5,64,18,88.7,4.3,172,37.2,1,1,10
35,Female,71.2,1.65,26.0,23.0,2,Endurance,68,153,174,52.4,2024-10-19,6,Strength,1.49,2,"Chest, Shoulders, Legs",597,3.2,101,33,95.4,4.6,203,43.5,1,1,26
36,Male,125.7,1.73,42.1,40.0,1,General Fitness,69,133,163,48.2,2024-01-26,18,HIIT,1.13,5,Arms,1313,1.0,83,30,82.2,6.7,867,66.4,0,1,31
41,Male,62.8,1.81,19.2,16.3,2,Muscle Gain,69,146,168,78.8,2024-10-07,18,HIIT,0.58,3,"Full Body, Back, Chest",337,3.2,52,15,95.3,7.5,169,22.1,1,1,22
24,Male,65.8,1.86,19.0,12.1,3,Muscle Gain,63,153,177,21.8,2024-07-23,21,HIIT,0.4,5,"Shoulders, Core",217,3.3,26,5,100.0,6.4,189,39.1,1,1,20
32,Female,47.9,1.69,16.7,11.2,3,General Fitness,45,169,188,97.2,2024-05-14,19,CrossFit,1.33,3,"Arms, Chest, Core",582,2.9,90,31,100.0,7.6,265,9.7,1,1,35
18,Male,113.8,1.87,32.5,26.9,2,Endurance,55,152,174,72.5,2024-02-13,18,Strength,1.31,4,Full Body,741,1.3,88,36,95.2,8.0,442,33.5,1,1,31
38,Male,69.5,1.86,20.2,16.8,1,Endurance,79,153,172,24.4,2024-07-23,19,Strength,1.38,4,"Core, Full Body, Arms",506,3.0,101,40,71.9,7.7,291,50.1,0,0,33
41,Female,77.9,1.63,29.5,28.6,2,Weight Loss,66,141,154,50.5,2024-09-13,21,HIIT,0.48,4,Shoulders,337,3.3,28,13,81.4,7.1,183,28.4,1,1,27
30,Male,98.2,1.73,32.7,29.9,3,Weight Loss,61,174,190,46.6,2024-08-10,20,CrossFit,0.76,3,Full Body,648,2.0,50,20,100.0,7.1,259,39.6,1,1,44
50,Female,74.6,1.66,27.2,27.9,2,Muscle Gain,76,137,161,62.8,2024-12-23,7,Cardio,1.35,5,"Legs, Chest",750,2.9,98,32,87.4,6.4,524,34.6,1,1,24
22,Male,77.0,1.59,30.4,25.3,2,Muscle Gain,53,151,163,35.2,2024-03-07,18,CrossFit,1.29,5,Back,859,2.2,85,35,93.3,6.9,781,55.2,0,1,36
20,Male,90.5,1.77,28.9,23.1,1,Muscle Gain,62,153,163,60.6,2024-03-10,19,CrossFit,0.77,4,"Chest, Core, Shoulders",640,3.2,50,9,97.7,6.0,309,31.1,1,1,39
37,Male,86.1,1.68,30.5,28.9,2,General Fitness,66,132,162,52.6,2024-09-03,18,CrossFit,1.61,4,Core,1059,2.2,114,42,78.4,6.2,624,52.6,0,0,39
45,Female,67.1,1.77,21.3,19.7,2,Weight Loss,60,155,166,40.2,2024-10-13,12,CrossFit,1.36,4,"Core, Back, Shoulders",683,2.0,84,34,86.5,7.5,432,39.8,1,1,32
51,Male,101.4,1.76,32.8,34.9,3,Weight Loss,66,147,169,32.5,2024-04-11,10,CrossFit,0.79,6,Arms,704,2.5,63,22,100.0,6.5,578,55.4,0,1,51
30,Male,86.6,1.75,28.1,24.4,2,Weight Loss,63,152,152,73.4,2024-09-06,18,Yoga,0.72,5,"Full Body, Legs",209,1.4,45,12,95.5,6.3,159,30.3,1,1,30
45,Female,69.0,1.5,30.7,31.0,1,Endurance,51,140,171,26.1,2024-07-21,12,HIIT,0.9,3,"Shoulders, Arms",634,2.4,57,20,79.2,7.4,210,34.0,1,0,23
34,Male,85.2,1.7,29.4,26.9,2,General Fitness,66,163,186,64.6,2024-11-29,12,Strength,1.03,3,"Legs, Full Body, Core",396,2.8,73,22,100.0,7.4,203,24.0,1,1,33
33,Female,49.3,1.62,18.8,13.9,1,General Fitness,51,137,157,76.0,2024-10-19,19,Strength,1.29,6,"Arms, Shoulders",308,3.2,83,32,89.6,6.8,309,20.1,1,1,26
43,Female,70.8,1.6,27.6,26.8,3,Endurance,66,167,177,45.6,2024-04-10,10,Strength,0.91,3,"Chest, Core",284,2.7,66,28,93.4,6.9,120,35.2,1,1,40
41,Male,82.0,1.7,28.4,27.3,2,Weight Loss,78,135,170,56.0,2024-10-14,18,Strength,1.54,6,"Full Body, Legs",604,1.4,111,41,100.0,7.4,449,41.8,1,1,23
19,Female,74.1,1.62,28.1,21.9,2,Muscle Gain,62,143,168,78.3,2024-11-11,20,Strength,1.51,4,Legs,610,3.6,100,37,77.2,8.0,390,25.0,1,0,34
49,Male,104.7,1.75,34.1,36.0,2,General Fitness,53,139,151,40.9,2024-09-25,18,CrossFit,1.39,2,"Shoulders, Chest",1236,3.6,102,40,78.3,7.2,292,37.0,1,0,41
48,Female,72.1,1.56,29.7,30.5,2,Endurance,63,134,140,43.0,2024-05-06,17,HIIT,0.97,3,"Full Body, Back, Core",610,2.6,70,29,85.7,5.8,222,37.3,1,1,26
28,Male,82.2,1.78,26.1,21.6,2,Weight Loss,56,149,170,45.1,2024-05-04,6,Cardio,1.48,4,Legs,952,1.9,104,33,91.5,6.8,540,39.8,1,1,27
38,Female,52.0,1.67,18.6,14.9,2,Muscle Gain,70,142,161,78.3,2024-02-06,18,Yoga,1.1,5,"Arms, Full Body, Shoulders",161,2.1,64,15,96.0,6.6,141,21.8,1,1,26
39,Male,77.3,1.85,22.6,19.9,1,Weight Loss,63,134,141,85.8,2024-05-16,21,Cardio,0.98,3,"Back, Full Body",641,2.3,72,27,77.0,5.9,301,31.3,1,0,25
37,Female,64.9,1.69,22.8,19.7,1,Muscle Gain,82,154,173,32.1,2024-08-08,19,Strength,1.56,3,"Back, Shoulders",507,2.7,106,42,74.4,7.5,196,44.2,1,0,31
29,Male,92.0,1.75,30.2,26.7,1,General Fitness,76,151,166,80.1,2024-06-14,18,CrossFit,1.3,6,"Full Body, Back, Shoulders",984,2.3,86,22,85.4,7.6,631,32.2,1,1,43
28,Male,80.3,1.69,28.2,24.1,2,Weight Loss,63,172,192,71.4,2024-12-16,17,Cardio,0.99,2,"Core, Full Body, Legs",624,1.8,79,28,87.6,7.7,179,20.0,1,1,33
34,Male,53.3,1.72,18.1,13.3,1,Endurance,72,152,177,91.1,2024-10-21,8,HIIT,0.57,4,"Full Body, Shoulders",294,3.3,42,20,81.6,6.0,174,25.6,1,1,22
46,Male,67.5,1.67,24.4,23.7,2,Weight Loss,61,132,163,62.7,2024-02-15,18,Strength,0.98,4,"Core, Full Body, Shoulders",373,2.7,61,21,93.0,7.2,211,31.2,1,1,37
40,Female,60.6,1.74,20.0,17.0,3,General Fitness,65,144,171,49.1,2024-02-27,7,Cardio,1.81,2,"Back, Core",808,1.7,123,51,97.5,7.0,293,31.4,1,1,19
31,Male,45.0,1.7,15.6,9.6,3,Weight Loss,61,152,166,72.9,2024-12-09,20,Yoga,1.33,2,"Back, Full Body",195,2.7,83,36,97.7,7.3,55,13.8,1,1,17
42,Female,65.6,1.64,24.5,22.9,2,Endurance,72,157,178,69.0,2024-07-30,11,Strength,1.25,3,"Arms, Shoulders, Back",413,2.6,85,29,100.0,7.1,116,17.4,1,1,39
18,Female,66.5,1.57,27.0,20.3,2,Weight Loss,79,147,167,99.9,2024-08-04,12,CrossFit,1.42,3,"Core, Chest, Arms",764,1.9,102,34,89.5,7.0,307,12.8,1,1,34
46,Female,71.7,1.55,29.8,30.1,1,General Fitness,72,128,137,79.2,2024-07-06,8,Strength,0.84,4,Full Body,282,3.5,63,20,73.9,6.9,172,27.0,1,0,32
18,Male,79.0,1.78,25.0,17.9,2,Weight Loss,74,179,202,58.1,2024-06-27,17,Cardio,1.53,4,Full Body,827,2.6,101,36,84.4,8.1,500,34.5,1,1,25
31,Male,51.1,1.77,16.2,10.4,3,Muscle Gain,74,167,189,26.5,2024-04-07,18,CrossFit,1.02,4,"Chest, Full Body, Shoulders",417,2.3,69,18,100.0,6.1,232,44.1,1,1,33
23,Female,70.4,1.68,25.0,19.1,1,Weight Loss,70,140,160,48.4,2024-06-13,9,CrossFit,1.75,4,Full Body,1140,2.4,121,36,89.0,6.8,618,50.0,0,1,38
22,Male,101.1,1.82,30.6,25.6,2,Flexibility,53,142,149,26.3,2024-06-25,18,Strength,1.11,3,"Back, Chest, Full Body",593,2.9,71,13,100.0,8.1,178,32.7,1,1,36
46,Male,95.9,1.76,31.1,31.7,3,Muscle Gain,82,163,174,45.7,2024-10-31,18,Strength,1.51,3,Back,652,2.4,104,36,100.0,6.2,283,38.2,1,1,41
30,Female,48.7,1.62,18.5,12.9,3,Weight Loss,83,179,189,68.5,2024-12-01,11,HIIT,0.63,3,"Shoulders, Legs, Chest",238,2.4,59,31,99.6,6.2,97,20.1,1,1,17
38,Female,63.9,1.78,20.1,16.7,1,Endurance,62,129,155,59.9,2024-01-13,10,Strength,0.85,4,"Core, Full Body, Arms",247,3.4,64,12,83.6,7.7,146,29.2,1,1,31
